priority,url,wp_id,wp_type,title,cluster,template,lane,moz_keywords,moz_best_rank,moz_best_keyword,moz_keyword_list,index_robots,follow_robots,in_sitemap,health_flags,deep_matrix,modified,yoast_title,seo,aeo,geo,client_template
P2,https://bigorange.marketing/how-do-i-find-a-marketing-agency-for-my-msp/,3304,post,How Do I Find a Marketing Agency for My MSP?,msp-it,definition-howto,untracked,0,,,,index,follow,True,,False,2023-02-12T18:02:43,Find a marketing agency for my MSP? - BigOrange.Marketing,"One question, one URL. If a sibling slug asks the same question, 301 or canonicalize. Internal link to MSP hub /msp-it-services-marketing-agency/. No ranking, traffic, lead, or AI-citation promises.",Labeled Direct answer in the first 100 words. Definition box. Decision table when comparing options. Five visible FAQs with matching FAQPage. Speakable Q equals the H1.,"Attribute StoryBrand, HubSpot, or other frameworks. BOM experience in a separate labeled callout.","Client what-is / how-to article. Same four blocks. Their keyword, their SME, their examples."
P2,https://bigorange.marketing/how-do-i-use-linkedin-to-promote-my-business/,3340,post,How Do I Use LinkedIn to Promote My Business?&nbsp;,other,definition-howto,untracked,0,,,,index,follow,True,,False,2023-11-14T17:19:02,How do I use LinkedIn to promote my business? - BigOrange.Marketing,"One question, one URL. If a sibling slug asks the same question, 301 or canonicalize. Internal link to nearest vertical hub or the homepage router. No ranking, traffic, lead, or AI-citation promises.",Labeled Direct answer in the first 100 words. Definition box. Decision table when comparing options. Five visible FAQs with matching FAQPage. Speakable Q equals the H1.,"Attribute StoryBrand, HubSpot, or other frameworks. BOM experience in a separate labeled callout.","Client what-is / how-to article. Same four blocks. Their keyword, their SME, their examples."
P2,https://bigorange.marketing/how-do-you-find-leads-for-it-services/,3684,post,How Do You Find Leads for IT Services? And Other Burning IT Marketing Questions,msp-it,definition-howto,untracked,0,,,,index,follow,True,,False,2026-05-12T12:29:02,How do you find leads for IT services? - BigOrange.Marketing,"One question, one URL. If a sibling slug asks the same question, 301 or canonicalize. Internal link to MSP hub /msp-it-services-marketing-agency/. No ranking, traffic, lead, or AI-citation promises.",Labeled Direct answer in the first 100 words. Definition box. Decision table when comparing options. Five visible FAQs with matching FAQPage. Speakable Q equals the H1.,"Attribute StoryBrand, HubSpot, or other frameworks. BOM experience in a separate labeled callout.","Client what-is / how-to article. Same four blocks. Their keyword, their SME, their examples."
P2,https://bigorange.marketing/how-to-create-a-content-calendar/,2568,post,How to Create a Content Calendar the Pain-Free Way,other,definition-howto,untracked,0,,,,index,follow,True,,False,2022-01-27T19:36:46,How to Create a Content Calendar the Pain-Free Way,"One question, one URL. If a sibling slug asks the same question, 301 or canonicalize. Internal link to nearest vertical hub or the homepage router. No ranking, traffic, lead, or AI-citation promises.",Labeled Direct answer in the first 100 words. Definition box. Decision table when comparing options. Five visible FAQs with matching FAQPage. Speakable Q equals the H1.,"Attribute StoryBrand, HubSpot, or other frameworks. BOM experience in a separate labeled callout.","Client what-is / how-to article. Same four blocks. Their keyword, their SME, their examples."
P2,https://bigorange.marketing/how-to-create-storybrand-sales-funnel/,3106,post,How to Create StoryBrand Sales Funnels,storybrand,deep-matrix-owner,rest-of-site,1,6,StoryBrand Sales Funnels,StoryBrand Sales Funnels,index,follow,True,,True,2022-11-15T15:48:42,How to Create StoryBrand Sales Funnels - BigOrange.Marketing,Refresh 2022 body. One evergreen owner vs webinar sibling. Keep funnel job off BrandScript/examples URLs.,Answer: StoryBrand sales funnel how-to. 5 FAQs. Speakable: How do you create a StoryBrand sales funnel?,One approved funnel map. No conversion rates. Soften create-opportunities meta.,Funnel how-to tied to a messaging system
P2,https://bigorange.marketing/how-to-drive-lead-generation-guide/,1134,page,Digital Marketing: 22 Strategies to Drive Lead Gen in 2026,other,definition-howto,untracked,0,,,,index,follow,True,ranking-or-lead-promise-meta,False,2026-03-03T16:41:17,How to Drive Lead Generation in 2026 - BigOrange.Marketing,"One question, one URL. If a sibling slug asks the same question, 301 or canonicalize. Internal link to nearest vertical hub or the homepage router. No ranking, traffic, lead, or AI-citation promises.",Labeled Direct answer in the first 100 words. Definition box. Decision table when comparing options. Five visible FAQs with matching FAQPage. Speakable Q equals the H1.,"Attribute StoryBrand, HubSpot, or other frameworks. BOM experience in a separate labeled callout.","Client what-is / how-to article. Same four blocks. Their keyword, their SME, their examples."
P2,https://bigorange.marketing/how-to-find-marketing-agency-for-msp/,4482,post,How Do I Find a Marketing Agency for My MSP?,msp-it,definition-howto,untracked,0,,,,index,follow,True,,False,2024-07-18T11:01:04,How Do I Find a Marketing Agency for My MSP - BigOrange.Marketing,"One question, one URL. If a sibling slug asks the same question, 301 or canonicalize. Internal link to MSP hub /msp-it-services-marketing-agency/. No ranking, traffic, lead, or AI-citation promises.",Labeled Direct answer in the first 100 words. Definition box. Decision table when comparing options. Five visible FAQs with matching FAQPage. Speakable Q equals the H1.,"Attribute StoryBrand, HubSpot, or other frameworks. BOM experience in a separate labeled callout.","Client what-is / how-to article. Same four blocks. Their keyword, their SME, their examples."
P2,https://bigorange.marketing/how-to-get-google-reviews/,2519,post,Google Reviews: How to Get Them From Your Customers,other,definition-howto,untracked,0,,,,index,follow,True,,False,2022-08-12T16:17:33,How To Get Google Reviews - BigOrange.Marketing,"One question, one URL. If a sibling slug asks the same question, 301 or canonicalize. Internal link to nearest vertical hub or the homepage router. No ranking, traffic, lead, or AI-citation promises.",Labeled Direct answer in the first 100 words. Definition box. Decision table when comparing options. Five visible FAQs with matching FAQPage. Speakable Q equals the H1.,"Attribute StoryBrand, HubSpot, or other frameworks. BOM experience in a separate labeled callout.","Client what-is / how-to article. Same four blocks. Their keyword, their SME, their examples."
P2,https://bigorange.marketing/how-to-guide-for-it-services-companies/,3109,post,BigOrange Marketing Publishes How-To Guide for IT Services Companies,msp-it,definition-howto,untracked,0,,,,index,follow,True,,False,2023-09-12T16:37:37,How-To Guide for IT Services Companies - BigOrange.Marketing,"One question, one URL. If a sibling slug asks the same question, 301 or canonicalize. Internal link to MSP hub /msp-it-services-marketing-agency/. No ranking, traffic, lead, or AI-citation promises.",Labeled Direct answer in the first 100 words. Definition box. Decision table when comparing options. Five visible FAQs with matching FAQPage. Speakable Q equals the H1.,"Attribute StoryBrand, HubSpot, or other frameworks. BOM experience in a separate labeled callout.","Client what-is / how-to article. Same four blocks. Their keyword, their SME, their examples."
P2,https://bigorange.marketing/how-to-guide-for-msp-marketing/,3261,post,Press Release: BigOrange Marketing’s New Book Is a How-to Guide for MSP Marketing,msp-it,definition-howto,untracked,0,,,,index,follow,True,,False,2023-11-14T17:19:51,A How-to Guide for MSP Marketing - BigOrange Marketing’s New Book - BigOrange.Marketing,"One question, one URL. If a sibling slug asks the same question, 301 or canonicalize. Internal link to MSP hub /msp-it-services-marketing-agency/. No ranking, traffic, lead, or AI-citation promises.",Labeled Direct answer in the first 100 words. Definition box. Decision table when comparing options. Five visible FAQs with matching FAQPage. Speakable Q equals the H1.,"Attribute StoryBrand, HubSpot, or other frameworks. BOM experience in a separate labeled callout.","Client what-is / how-to article. Same four blocks. Their keyword, their SME, their examples."
P2,https://bigorange.marketing/how-to-market-managed-it-services/,4504,post,How to Market Managed IT Services?,msp-it,definition-howto,untracked,0,,,,index,follow,True,,False,2024-07-30T09:23:11,How to Market Managed IT Services - BigOrange.Marketing,"One question, one URL. If a sibling slug asks the same question, 301 or canonicalize. Internal link to MSP hub /msp-it-services-marketing-agency/. No ranking, traffic, lead, or AI-citation promises.",Labeled Direct answer in the first 100 words. Definition box. Decision table when comparing options. Five visible FAQs with matching FAQPage. Speakable Q equals the H1.,"Attribute StoryBrand, HubSpot, or other frameworks. BOM experience in a separate labeled callout.","Client what-is / how-to article. Same four blocks. Their keyword, their SME, their examples."
P2,https://bigorange.marketing/how-to-market-my-msp-business-webinar/,4033,post,Upcoming Webinar with MSP-Ignite: 21 Marketing Fundamentals You Must Do in 2024 or Get Left Behind,msp-it,event-recap,untracked,0,,,,index,follow,True,,False,2023-11-22T12:19:12,Wondering How to Market My MSP Business? Tune In - BigOrange.Marketing,"Keep the date in the title. Not a hub. After 18 months, refresh or archive if thin. Link recap takeaways to MSP hub /msp-it-services-marketing-agency/. No ranking, traffic, lead, or AI-citation promises.",Direct answer: what the session covered. Three to five FAQs. No evergreen HowTo unless steps are still true.,Firsthand notes only. Attribute speakers. Do not upgrade an old recap into a 2026 rank claim.,"Client event recap. Dated, then retired or refreshed. Never a second service page."
P2,https://bigorange.marketing/how-to-put-together-a-successful-marketing-plan-for-2022/,2505,post,Get Ready for the New Year: How To Put Together a Successful Marketing Plan For 2022,other,definition-howto,untracked,0,,,,index,follow,True,,False,2023-01-20T21:34:54,Marketing Plan for 2022 - BigOrange.Marketing,"One question, one URL. If a sibling slug asks the same question, 301 or canonicalize. Internal link to nearest vertical hub or the homepage router. No ranking, traffic, lead, or AI-citation promises.",Labeled Direct answer in the first 100 words. Definition box. Decision table when comparing options. Five visible FAQs with matching FAQPage. Speakable Q equals the H1.,"Attribute StoryBrand, HubSpot, or other frameworks. BOM experience in a separate labeled callout.","Client what-is / how-to article. Same four blocks. Their keyword, their SME, their examples."
P2,https://bigorange.marketing/how-to-use-a-press-release/,2768,post,How to Use a Press Release: Make News and Spread the Word,other,definition-howto,untracked,0,,,,index,follow,True,,False,2022-08-12T16:15:12,How to Use a Press Release: Make News - BigOrange.Marketing,"One question, one URL. If a sibling slug asks the same question, 301 or canonicalize. Internal link to nearest vertical hub or the homepage router. No ranking, traffic, lead, or AI-citation promises.",Labeled Direct answer in the first 100 words. Definition box. Decision table when comparing options. Five visible FAQs with matching FAQPage. Speakable Q equals the H1.,"Attribute StoryBrand, HubSpot, or other frameworks. BOM experience in a separate labeled callout.","Client what-is / how-to article. Same four blocks. Their keyword, their SME, their examples."
